"","COMID","FromNode","ToNode","AreSqKM","acm_resp","reach_lgt","reach_slp","river_lgt","river_slp","catch_area","wshd_area","reach_resp","logDA_km2","logw_m","length_m","d50m","order","doc_annual","do_annual","nitrates","res_time","hz_exchng","aer_resp","anb_resp","p_ant","p_frt","p_shb","p_ant_t","p_frt_t","p_shb_t","hl","hrl","ht","hrt"
"4012",24127555,50210305,50103697,3.3561,4.527464395,2.767,0.1,2.77,0.036101,3.36,3.36,4.527464395,0.525834893,0.145090267,2767,0.00175727,1,0.841378368,10.39722146,0.145247274,4.517068348,-4.354163406,4.512838416,0.014625979,0.159,0.576,0.265,0.159,0.576,0.265,0.962053094381938,0.875698464604171,0.962053094381938,0.875698464604171
"4013",24127557,50103273,50103271,6.0885,12.85612079,3.884,0.11,4.95,0.052525,6.09,7,5.21879101,0.845110448,0.313153375,3884,0.002282798,1,1.364398125,10.99410983,0.138986409,4.79072897,-4.488749781,5.198520572,0.020270438,0.1393,0.7593,0.1014,0.1353,0.761,0.1037,0.715729716288123,0.651485263427947,0.713491513690061,0.649447963626053
"4014",24127559,50103274,50103279,2.4597,12.58851456,2.299,0.04,4.71,0.038217,2.46,5.4,6.327808074,0.732248971,0.253744346,2299,0.002070384,1,1.095707889,9.868124257,0.119672011,4.649361623,-4.351311978,6.301696606,0.026111468,0.0589,0.7296,0.2115,0.0667,0.7511,0.1822,0.725384249843164,0.66027319858453,0.705793688689461,0.642441101350798
"4015",24127561,50210306,50103279,3.4209,7.622280663,2.54,0.07,2.54,0.027559,3.42,3.42,7.622280663,0.534140379,0.149462183,2540,0.001646622,1,1.450988534,8.342608952,0.132101311,4.575323281,-4.381495735,7.55262365,0.069657012,0.1578,0.7635,0.0787,0.1578,0.7635,0.0787,0.697454869126033,0.634850780680402,0.697454869126033,0.634850780680402
"4016",24127563,50210307,50103270,1.8693,8.099927832,1.702,0.22,1.7,0.129412,1.87,1.87,8.099927832,0.271679006,0.011305429,1702,0.001762022,1,1.521222773,10.79144972,0.127616108,4.225514612,-4.400975747,8.063687339,0.036240493,0.0698,0.8705,0.0597,0.0698,0.8705,0.0597,0.474803419091738,0.432184696993842,0.474803419091738,0.432184696993842
"4017",24127565,50210308,50102552,3.2157,5.956033366,2.674,0.12,2.67,0.044944,3.22,3.22,5.956033366,0.507275526,0.135320822,2674,0.001412944,1,1.512868652,10.05198086,0.164710573,4.5462767,-4.498269528,5.921620917,0.03441245,0.1044,0.8337,0.0619,0.1044,0.8337,0.0619,0.559749560232672,0.5095060068109,0.559749560232672,0.5095060068109
"4018",24127567,50210309,50103264,3.8952,10.24803407,3.556,0.13,3.56,0.036517,3.9,3.9,10.24803407,0.590529762,0.179144928,3556,0.00663065,1,1.00135412,11.94645952,0.128077751,4.371576087,-4.074867639,10.22233669,0.025697383,0.0797,0.7061,0.2142,0.0797,0.7061,0.2142,0.777370710871862,0.707593314666359,0.777370710871862,0.707593314666359
"4019",24127569,50210310,50103275,2.5551,3.05266151,3.299,0.11,3.3,0.033333,2.56,2.56,3.05266151,0.407407902,0.082751613,3299,0.001358146,1,0.840752955,10.06757237,0.189447997,4.580761236,-4.52378555,3.041574644,0.011086866,0.2536,0.4812,0.2652,0.2536,0.4812,0.2652,1.05191519648671,0.957494474927076,1.05191519648671,0.957494474927076
"4020",24127571,50103275,50103685,0.0486,6.894091616,0.128,0.04,3.43,0.043732,0.05,2.6,3.841430106,0.415590943,0.087059075,128,0.0022991,1,0.957485532,10.00649746,0.190411875,4.254593164,-4.392820654,3.826173782,0.015256324,0.4446,0.5184,0.037,0.2571,0.482,0.2609,0.822959990546287,0.749090465339682,1.05153534170043,0.957148716200187
"4021",24127573,50210311,50103272,1.3473,4.260038921,2.266,0.1,2.27,0.044053,1.35,1.35,4.260038921,0.12946431,-0.063554808,2266,0.00120785,1,1.4384412,9.489256692,0.115458729,4.453021353,-4.645415576,4.234891196,0.025147725,0.034,0.8838,0.0822,0.034,0.8838,0.0822,0.42952328073039,0.390968938870252,0.42952328073039,0.390968938870252
"4022",24127575,50210312,50103282,4.6701,5.623424659,2.089,0.02,2.09,0.009569,4.67,4.67,5.623424659,0.66932618,0.220622488,2089,0.002281169,1,0.879587335,10.35382412,0.132027018,4.59759579,-4.384598775,5.605021224,0.018403435,0.1196,0.6276,0.2528,0.1196,0.6276,0.2528,0.893991321423189,0.813745969023348,0.893991321423189,0.813745969023348
"4023",24127577,50210313,50102636,4.1499,2.842377879,4.956,0.13,4.96,0.02621,4.15,4.15,2.842377879,0.618037632,0.193624765,4956,0.002222692,1,0.821067589,9.914599364,0.114681078,4.72309957,-4.538062207,2.832778204,0.009599675,0.1143,0.6142,0.2715,0.1143,0.6142,0.2715,0.901270763661843,0.820372002896935,0.901270763661843,0.820372002896935
"4024",24127579,50210314,50102590,1.6515,2.408420403,1.992,0.06,1.99,0.030151,1.65,1.65,2.408420403,0.217878578,-0.017014519,1992,0.001514573,1,0.781818182,9.006253316,0.200960555,4.402170392,-4.6858156,2.397491744,0.010928659,0.1471,0.4158,0.4371,0.1471,0.4158,0.4371,1.00856482114277,0.918035262800029,1.00856482114277,0.918035262800029
"4025",24127581,50210315,50103273,0.9117,7.637329783,1.064,0.15,1.06,0.141509,0.91,0.91,7.637329783,-0.040148045,-0.152836869,1064,0.001651811,1,1.309794326,11.01036651,0.184322133,3.993575506,-4.350140125,7.607311501,0.030018282,0.1086,0.772,0.1194,0.1086,0.772,0.1194,0.694630074914083,0.632279542181537,0.694630074914083,0.632279542181537
"4026",24127583,50103276,50102837,0.2052,28.35522656,0.632,0.03,4.32,0.113426,0.21,2.56,12.58375461,0.407560849,0.082832123,632,0.004334204,2,0.781818182,11.47093443,0.134179882,3.878007262,-3.808067728,12.55260694,0.031147671,0,0.9079,0.0921,0.0497,0.5901,0.3602,0.307369719868851,0.27977997610193,0.828241788634673,0.753898165146853
"4027",24127585,50103277,50102544,1.8603,101.854707,2.191,0.05,11.21,0.076717,1.86,9.9,10.23357285,0.995753622,0.39245027,2191,0.002048808,2,1.488741932,10.59614722,0.136597586,4.710564962,-4.241671397,10.18572634,0.047846503,0.0899999999999999,0.8268,0.0832,0.0685,0.8667,0.0648,0.580843683281859,0.528706705061563,0.484957231248856,0.441427095119051
"4028",24127587,50210316,50103300,1.5165,5.504229245,2.192,0.13,2.19,0.059361,1.52,1.52,5.504229245,0.180842415,-0.036509944,2192,0.001306311,1,1.557402975,10.97177336,0.133776772,4.389213589,-4.563842087,5.479838759,0.024390487,0.1418,0.8078,0.0504,0.1418,0.8078,0.0504,0.599984050451281,0.546129018071212,0.599984050451281,0.546129018071212
"4029",24127589,50103278,50103271,2.6415,11.15829806,3.24,0.13,4.18,0.076555,2.64,3.24,4.187399164,0.511147778,0.137359133,3240,0.00124872,1,1.405639671,10.74138086,0.156091805,4.652850025,-4.606509122,4.169151547,0.018247617,0.0671,0.846,0.0869,0.0982,0.8094,0.0924,0.535053478399993,0.487026664382809,0.619117393468337,0.563544937421843
"4030",24127591,50210317,50103283,3.5973,3.127397708,2.441,0.05,2.44,0.020492,3.6,3.6,3.127397708,0.555976658,0.160956557,2441,0.001659556,1,0.781818182,9.618313656,0.23337316,4.600734816,-4.511120708,3.114926061,0.012471647,0.4066,0.1596,0.4338,0.4066,0.1596,0.4338,1.02108663484526,0.929433108820553,1.02108663484526,0.929433108820553
"4031",24127593,50103279,50103283,1.4796,24.63134928,2.146,0.01,9.39,0.027689,1.48,10.3,4.420554053,1.012782407,0.401414033,2146,0.002310835,2,1.172667699,9.504255329,0.13441119,4.975411582,-4.416941856,4.39875714,0.021796913,0.2513,0.52,0.2287,0.1234,0.7221,0.1545,1.02452537534232,0.932563185311162,0.781840732222992,0.711662103444017
"4032",24127595,50103280,50102810,0.2925,4194.222276,0.408,0.04,108.7,0.081877,0.29,164.62,153.8100128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2645,0.6924,0.0431,0.1839,0.6413,0.1748,0.741798995583952,0.675214544052901,0.901183002492816,0.820292119238312
"4033",24127597,50210318,50103278,0.603,6.970898896,0.938,0.19,0.94,0.202128,0.6,0.6,6.970898896,-0.219682688,-0.247341912,938,0.001546084,1,1.319922682,10.5841182,0.231785543,3.874349652,-4.402491274,6.939231763,0.031667133,0.2343,0.6493,0.1164,0.2343,0.6493,0.1164,0.870756230036929,0.792596477409314,0.870756230036929,0.792596477409314
"4034",24127599,50210319,50103062,1.3455,2.52197827,2.164,0.2,2.16,0.092593,1.35,1.35,2.52197827,0.128883702,-0.063860434,2164,0.001248537,1,0.781818182,10.21353373,0.156037449,4.317303653,-4.588011833,2.513685819,0.008292451,0.0956,0.5786,0.3258,0.0956,0.5786,0.3258,0.906381777448316,0.825024248133214,0.906381777448316,0.825024248133214
"4035",24127601,50210320,50103300,1.2132,6.9990191,1.535,0.15,1.54,0.097403,1.21,1.21,6.9990191,0.083932402,-0.087522299,1535,0.001457566,1,1.560191774,10.98015963,0.126423515,4.167683059,-4.464865988,6.968430202,0.030588899,0.1083,0.842,0.0497,0.1083,0.842,0.0497,0.534724833635947,0.486727519026949,0.534724833635947,0.486727519026949
"4036",24127603,50210321,50103285,3.7008,13.98504764,0.968,0.07,0.97,0.072165,3.7,3.7,13.98504764,0.568295615,0.16744112,968,0.002468061,1,1.520841522,11.93377642,0.133616812,4.218704267,-4.18033314,13.93725385,0.047793786,0.0991,0.8411,0.0598,0.0991,0.8411,0.0598,0.543071661672227,0.49432512932348,0.543071661672227,0.49432512932348
"4037",24127605,50103281,50102835,0.2952,6.337442015,0.413,0,2.75,0.08,0.3,1.68,0.01124303,0.225851811,-0.012817498,413,0.000181587,1,0.781818182,11.03553885,0.129488094,6.7639465,-6.810509686,0.011212986,3e-05,0,0.8902,0.1098,0.0333,0.5938,0.3729,0.346096984300577,0.315031051327638,0.790634638059936,0.719666661492065
"4038",24127607,50103282,50102635,1.0062,7.382720666,2.167,0.01,4.26,0.007042,1.01,5.68,1.759296007,0.75406534,0.265228241,2167,0.001740102,1,0.895819576,10.15696179,0.139508224,4.98347999,-4.665970698,1.753152883,0.006143125,0.2352,0.534,0.2308,0.1402,0.6109,0.2489,1.01381920877492,0.922818012534718,0.922660081988393,0.839841399468569
"4039",24127609,50210322,50102543,6.2424,4.39671049,4.242,0.09,4.24,0.021226,6.24,6.24,4.39671049,0.795351594,0.286960866,4242,0.001245285,1,1.509093695,9.965645337,0.153327436,4.91378758,-4.619405626,4.371106825,0.025603665,0.0845,0.8526,0.0629,0.0845,0.8526,0.0629,0.518754036638616,0.472190273119484,0.518754036638616,0.472190273119484
"4040",24127611,50210323,50103684,2.4948,3.418791635,2.779,0.12,2.78,0.043165,2.49,2.49,3.418791635,0.397035735,0.07729182,2779,0.001433238,1,0.842003812,10.01940547,0.159781925,4.496341536,-4.474815035,3.406567147,0.012224488,0.2013,0.5339,0.2648,0.2013,0.5339,0.2648,1.00958389602398,0.918962864731774,1.00958389602398,0.918962864731774
"4041",24127613,50210324,50102838,3.33,8.925875862,3.176,0.12,3.18,0.037736,3.33,3.33,8.925875862,0.522444234,0.143305461,3176,0.005529255,1,0.831687814,11.44851203,0.125360136,4.320168666,-4.060061457,8.903423884,0.022451977,0.0692000000000001,0.6627,0.2681,0.0692000000000001,0.6627,0.2681,0.810398337279511,0.737656355784977,0.810398337279511,0.737656355784977
"4042",24127615,50210325,50103276,1.3473,8.562448578,1.87,0.21,1.87,0.112299,1.35,1.35,8.562448578,0.12946431,-0.063554808,1870,0.004385809,1,0.781818182,11.31911378,0.14133656,3.917991866,-4.056952654,8.540404912,0.022043665,0.0828,0.5578,0.3594,0.0828,0.5578,0.3594,0.899681281254877,0.818925193660081,0.899681281254877,0.818925193660081
"4043",24127617,50210326,50103287,3.3534,1.79894985,4.152,0.06,4.15,0.014458,3.35,3.35,1.79894985,0.52548536,0.144906277,4152,0.001137148,1,0.781818182,10.42025851,0.180523196,4.8737505,-4.715146624,1.793155474,0.005794376,0.1384,0.4209,0.4407,0.1384,0.4209,0.4407,0.999036439557804,0.909362156115125,0.999036439557804,0.909362156115125
"4044",24127619,50210327,50103683,1.1547,3.121760402,1.967,0.17,1.97,0.086294,1.15,1.15,3.121760402,0.062469166,-0.098820308,1967,0.001391442,1,0.781818182,9.734089132,0.157104099,4.212210958,-4.494706046,3.110321474,0.011438928,0.1785,0.5113,0.3102,0.1785,0.5113,0.3102,1.01366556296757,0.922678158093858,1.01366556296757,0.922678158093858
"4045",24127621,50103283,50102588,2.4129,42.53826525,2.39,0.01,14.22,0.022504,2.41,16.31,14.77951827,1.21242467,0.506503504,2390,0.002745059,2,1.869336436,9.440652519,0.165465937,5.016113785,-4.23022637,14.63273612,0.146782145,0.3234,0.2365,0.4401,0.2155,0.5261,0.2584,1.06727595022329,0.971476435528672,1.01832215878789,0.926916774272065
"4046",24127623,50103284,50102634,6.0777,10.07408068,3.865,0.03,5.99,0.018364,6.08,7.91,5.446123353,0.898033708,0.341011592,3865,0.001922397,1,1.179141722,10.58620632,0.13781541,4.908546735,-4.45244316,5.425534775,0.020588578,0.1879,0.6843,0.1278,0.2096,0.6276,0.1628,0.836656514696588,0.761557578889728,0.915400168017296,0.83323314099014
"4047",24127625,50210328,50102633,4.5648,2.523610316,4.506,0.04,4.51,0.008869,4.56,4.56,2.523610316,0.659421754,0.215408908,4506,0.001406524,1,0.788632816,9.801284844,0.146200008,4.897152877,-4.597952264,2.514585174,0.009025141,0.194,0.5241,0.2819,0.194,0.5241,0.2819,1.01368937379977,0.922699831647344,1.01368937379977,0.922699831647344
"4048",24127627,50210329,50103284,1.8297,4.627957322,2.127,0.08,2.13,0.037559,1.83,1.83,4.627957322,0.262379888,0.006410477,2127,0.001716587,1,0.797981373,10.85295555,0.182092748,4.339335771,-4.328518997,4.61419248,0.013764842,0.2818,0.4393,0.2789,0.2818,0.4393,0.2789,1.07440011693348,0.97796113152531,1.07440011693348,0.97796113152531
"4049",24127629,50210330,50103286,1.0854,3.613514094,2.317,0.09,2.32,0.038793,1.09,1.09,3.613514094,0.035589817,-0.112969299,2317,0.001136074,1,1.406598995,10.76070823,0.121094954,4.445551553,-4.703275574,3.598695055,0.014819039,0.1244,0.7844,0.0912,0.1244,0.7844,0.0912,0.668158463552136,0.608184043127872,0.668158463552136,0.608184043127872
"4050",24127631,50103285,50103286,2.043,22.42567144,1.619,0.04,2.59,0.042471,2.04,5.74,8.440623806,0.759199309,0.267930705,1619,0.00220597,1,1.422213895,11.68750994,0.13594941,4.554430889,-4.401527386,8.411840978,0.028782827,0.1965,0.6841,0.1194,0.1338,0.7852,0.081,0.833201075880239,0.758412302933878,0.662578902213904,0.603105307530443
"4051",24127633,50103286,50102460,0.0054,114.788209,0.036,0.03,4.94,0.046559,0.01,6.83,88.74902344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.1322,0.7852,0.0826,0,0,0.663356633087717,0.603813228679546
"4052",24127635,50210331,50103276,1.0035,7.209023371,1.816,0.25,1.82,0.137363,1,1,7.209023371,0.001517377,-0.130904653,1816,0.003672046,1,0.781818182,11.64885074,0.136275133,3.879356679,-4.131538561,7.191714593,0.017308778,0.0153000000000001,0.5686,0.4161,0.0153000000000001,0.5686,0.4161,0.749820426419933,0.682515965053486,0.749820426419933,0.682515965053486
"4053",24127637,50210332,50103287,2.2437,2.565357004,2.54,0.09,2.54,0.035433,2.24,2.24,2.565357004,0.350964788,0.053040585,2540,0.001327657,1,0.781818182,10.66181551,0.158049385,4.535519023,-4.583115059,2.557669665,0.007687339,0.1304,0.5712,0.2984,0.1304,0.5712,0.2984,0.94638645560106,0.861438075436422,0.94638645560106,0.861438075436422
"4054",24127639,50103287,50103288,0.6462,5.964468411,0.717,0.02,7.41,0.022942,0.65,6.24,1.600161557,0.795414204,0.286993824,717,0.001675388,2,0.781818182,10.5975649,0.172838604,4.909624024,-4.705432377,1.59523217,0.004929387,0.2744,0.3844,0.3412,0.1495,0.4712,0.3793,1.08924706939597,0.991475410052535,1.00638769060661,0.916053553184531
"4055",24127641,50210333,50103298,3.0132,3.664876171,2.989,0.07,2.99,0.023411,3.01,3.01,3.664876171,0.479027959,0.120451616,2989,0.001227883,1,1.364587526,11.76292884,0.109667215,4.744071736,-4.650862962,3.653608034,0.011268137,0.0681,0.8286,0.1033,0.0681,0.8286,0.1033,0.573264272750036,0.52180762828079,0.573264272750036,0.52180762828079
"4056",24127643,50210334,50103298,6.0615,3.939086029,3.802,0.05,3.8,0.013158,6.06,6.06,3.939086029,0.782580109,0.280238099,3802,0.001278538,1,1.343695422,11.66638674,0.133723115,4.991908995,-4.6227819,3.926273091,0.012812937,0.1291,0.7615,0.1094,0.1291,0.7615,0.1094,0.713845801231425,0.649770450043708,0.713845801231425,0.649770450043708
"4057",24127645,50103288,50103295,0.2403,6.642587775,0.612,0.01,8.02,0.022444,0.24,6.48,0.678119364,0.811816214,0.295627659,612,0.001054205,2,0.781818182,10.39856078,0.174780177,5.468934043,-5.063964043,0.675941465,0.002177899,0.3259,0.3108,0.3633,0.1562,0.4651,0.3787,1.09644103200673,0.998023637015739,1.01376095477922,0.922764987462724
"4058",24127647,50210335,50103281,1.3869,6.326198986,2.336,0.22,2.34,0.094017,1.39,1.39,6.326198986,0.142045148,-0.056932395,2336,0.003748634,1,0.781818182,11.26666729,0.13158833,4.053354798,-4.192411268,6.309976076,0.01622291,0.0404000000000001,0.5307,0.4289,0.0404000000000001,0.5307,0.4289,0.828947382050499,0.754540423951987,0.828947382050499,0.754540423951987
"4059",24127649,50210336,50102540,2.3256,6.756075813,1.846,0.17,1.85,0.091892,2.33,2.33,6.756075813,0.366535019,0.061236581,1846,0.001554365,1,1.372511629,11.09075198,0.111802145,4.318507392,-4.409623554,6.731610347,0.024465466,0.0631,0.8359,0.101,0.0631,0.8359,0.101,0.555735562564142,0.505852308677415,0.555735562564142,0.505852308677415
"4060",24127651,50210337,50103296,0.8316,8.636394674,0.736,0.23,0.74,0.310811,0.83,0.83,8.636394674,-0.080085519,-0.173859512,736,0.001869777,1,1.132620497,10.83740084,0.150673402,3.775158538,-4.228977537,8.605967184,0.03042749,0.0627,0.7641,0.1732,0.0627,0.7641,0.1732,0.682900142239397,0.621602497335346,0.682900142239397,0.621602497335346
"4061",24127653,50103289,50102632,1.0575,15.22934632,1.751,0.02,6.66,0.015015,1.06,8.57,5.539163013,0.93278821,0.359305976,1751,0.002638442,2,1.06928909,10.18397392,0.135152476,4.741529438,-4.297629786,5.517813099,0.021349914,0.1217,0.6723,0.206,0.1761,0.6322,0.1917,0.84871630862424,0.772534876387713,0.91238301511544,0.83048681006614
"4062",24127655,50210338,50103289,2.1618,2.649990808,2.723,0.04,2.72,0.014706,2.16,2.16,2.649990808,0.334815513,0.044539785,2723,0.001543101,1,0.913828773,9.587447616,0.165327474,4.562871776,-4.689071443,2.638933644,0.011057165,0.336,0.4221,0.2419,0.336,0.4221,0.2419,1.07383511771119,0.977446847070171,1.07383511771119,0.977446847070171
"4063",24127657,50210339,50102450,2.1969,5.623621826,1.675,0.11,1.68,0.065476,2.2,2.2,5.623621826,0.341810289,0.048221758,1675,0.001452796,1,1.33552171,10.8445005,0.146130446,4.390272544,-4.480185898,5.601174379,0.022447447,0.1516,0.7366,0.1118,0.1516,0.7366,0.1118,0.756139762800679,0.68826807291349,0.756139762800679,0.68826807291349
"4064",24127659,50210340,50102866,3.9132,13.47910161,2.163,0.08,2.16,0.037037,3.91,3.91,13.47910161,0.592532045,0.180198907,2163,0.005643424,1,0.781818182,12.06706633,0.11888512,4.190335429,-3.848028833,13.44997719,0.029124418,0.0637,0.4384,0.4979,0.0637,0.4384,0.4979,0.884130981052643,0.804770700430185,0.884130981052643,0.804770700430185
"4065",24127661,50210341,50103294,4.554,4.095829888,3.874,0.13,3.87,0.033592,4.55,4.55,4.095829888,0.658393026,0.214867397,3874,0.001378504,1,1.501957752,10.24332871,0.120687908,4.802858245,-4.650877789,4.075163321,0.020666567,0.0413,0.8939,0.0648,0.0413,0.8939,0.0648,0.409201656615233,0.372471399451871,0.409201656615233,0.372471399451871
"4066",24127663,50210342,50103289,5.3469,7.040192494,2.187,0.04,2.19,0.018265,5.35,5.35,7.040192494,0.728102062,0.251561459,2187,0.002104236,1,1.14783497,10.55224347,0.131177918,4.608137554,-4.355821137,7.014183684,0.02600881,0.1223,0.7092,0.1685,0.1223,0.7092,0.1685,0.800748095198068,0.728872326896003,0.800748095198068,0.728872326896003
"4067",24127665,50210343,50103294,2.9061,4.422928133,3.656,0.15,3.66,0.040984,2.91,2.91,4.422928133,0.463310554,0.112178149,3656,0.001195118,1,1.594993174,10.82393045,0.129545964,4.684622129,-4.664510451,4.402132725,0.020795408,0.0492,0.9096,0.0412,0.0492,0.9096,0.0412,0.365768360904094,0.332936709953909,0.365768360904094,0.332936709953909
"4068",24127667,50103290,50102459,0.8811,234.0074163,0.705,0.1,8.49,0.091873,0.88,7.67,21.4426937,0.88488595,0.334090758,705,0.005503708,2,1.343772213,11.72709842,0.117831428,4.017941172,-3.92420086,21.37584767,0.066846029,0.1379,0.6803,0.1818,0.0739,0.8259,0.1002,0.845218637155478,0.769351158614992,0.581010918989029,0.528858929562322
"4069",24127669,50103291,50103290,0.0054,196.9441024,0.083,0,5.86,0.078498,0.01,5.54,146.5989075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0633,0.8524,0.0843,0,0,0.519332897075444,0.472717174595827
"4070",24127671,50210344,50103291,2.6208,7.545064339,2,0.12,2,0.06,2.62,2.62,7.545064339,0.41843388,0.088555566,2000,0.001634659,1,1.437727184,11.53665683,0.106205021,4.376143644,-4.364287417,7.51975594,0.025308399,0.0371,0.8805,0.0824,0.0371,0.8805,0.0824,0.439954067859772,0.40046345048001,0.439954067859772,0.40046345048001
"4071",24127673,50210345,50103064,1.737,3.635188898,2.498,0.13,2.5,0.052,1.74,1.74,3.635188898,0.239799818,-0.005475421,2498,0.001508132,1,0.781818182,11.75931538,0.097716047,4.351977114,-4.426647931,3.627268526,0.007920372,0.0067,0.6669,0.3264,0.0067,0.6669,0.3264,0.669156918860961,0.609092876315999,0.669156918860961,0.609092876315999
"4072",24127675,50103292,50103291,0.0576,42.80013063,0.25,0.07,3.78,0.089947,0.06,2.92,29.55902787,0.46492154,0.113026154,250,0.004341442,2,1.90373298,11.69728775,0.121463207,3.613333228,-3.818469674,29.42300094,0.136026929,0,1,0,0.087,0.8269,0.0861,0,0,0.580749203973465,0.528620706288958
"4073",24127677,50103293,50102539,0.504,20.0747435,1.204,0.16,5.91,0.087986,0.5,3.12,12.19257588,0.494697123,0.12869969,1204,0.002601203,2,1.383925251,11.03846469,0.117566184,4.145315865,-4.139610567,12.14693449,0.045641389,0.1089,0.8411,0.05,0.129,0.7612,0.1098,0.536801247302068,0.488617552196556,0.714443614443777,0.650314603079786
"4074",24127679,50103294,50102542,1.2843,24.69794096,1.371,0.06,8.9,0.038202,1.28,8.74,16.17918294,0.941730016,0.364012843,1371,0.002444407,2,2.017030826,10.53664298,0.131257709,4.488959766,-4.166876065,16.06076106,0.118421873,0.0883,0.9117,0,0.0509,0.9017,0.0474,0.298586899181897,0.271785508192235,0.389405599897549,0.354452252094904
"4075",24127681,50210346,50102457,1.9593,3.697237234,2.679,0.11,2.68,0.041045,1.96,1.96,3.697237234,0.292100938,0.022055308,2679,0.001192888,1,1.318908296,11.03101369,0.102893363,4.557858047,-4.648496062,3.684416687,0.012820547,0.034,0.8493,0.1167,0.034,0.8493,0.1167,0.504383418078233,0.459109572394931,0.504383418078233,0.459109572394931
"4076",24127683,50210347,50102537,5.6322,3.152051472,4.246,0.09,4.25,0.021176,5.63,5.63,3.152051472,0.750678068,0.263445218,4246,0.001159031,1,1.329407476,10.00443275,0.196950707,4.940230812,-4.683149254,3.135619631,0.016431841,0.1714,0.715,0.1136,0.1714,0.715,0.1136,0.789258813585258,0.71841433208626,0.789258813585258,0.71841433208626
"4077",24127685,50210348,50103299,1.4895,14.53385113,1.276,0.17,1.28,0.132813,1.49,1.49,14.53385113,0.173040508,-0.040616781,1276,0.005058996,1,0.781818182,11.71659545,0.181664621,3.791119143,-3.850865967,14.49764667,0.03620446,0.1801,0.3909,0.429,0.1801,0.3909,0.429,1.03897090615696,0.945712074108098,1.03897090615696,0.945712074108098
"4078",24127687,50210349,50102449,1.3995,3.055929815,1.608,0.15,1.61,0.093168,1.4,1.4,3.055929815,0.145972903,-0.054864868,1608,0.001270172,1,0.934298501,10.52896384,0.172192465,4.315906638,-4.592226077,3.04548068,0.010449135,0.1569,0.6077,0.2354,0.1569,0.6077,0.2354,0.933780160210834,0.849963330869794,0.933780160210834,0.849963330869794
"4079",24127689,50210350,50102448,1.5894,4.557382474,1.512,0.17,1.51,0.112583,1.59,1.59,4.557382474,0.201233209,-0.025776457,1512,0.001367995,1,1.15626902,11.03984569,0.131311755,4.257458319,-4.522431303,4.542244709,0.015137764,0.1347,0.6994,0.1659,0.1347,0.6994,0.1659,0.818109784985361,0.744675617980923,0.818109784985361,0.744675617980923
"4080",24127691,50103295,50102584,2.8998,14.95441653,2.175,0.02,10.2,0.019608,2.9,9.38,8.311828756,0.97236023,0.380136248,2175,0.002110359,2,1.732848583,9.831740167,0.191311798,4.895458513,-4.440199716,8.247432548,0.064396208,0.3494,0.3945,0.2561,0.2158,0.4434,0.3408,1.08320220632305,0.985973138563977,1.0583754824914,0.963374880663777
"4081",24127693,50210351,50103306,1.5246,4.436164671,1.787,0.13,1.79,0.072626,1.52,1.52,4.436164671,0.183155915,-0.035292143,1787,0.00160897,1,0.824502627,10.43874349,0.231128838,4.232043621,-4.374301798,4.421073413,0.015091259,0.2756,0.454,0.2704,0.2756,0.454,0.2704,1.06734278862127,0.971537274460358,1.06734278862127,0.971537274460358
"4082",24127695,50103296,50103101,0.954,16.19794443,1.615,0.14,2.35,0.157447,0.95,1.79,7.561549751,0.251784177,0.000833012,1615,0.001555205,1,1.495609525,10.65550152,0.14659396,4.268827757,-4.407643511,7.526023076,0.035526675,0.0566,0.9255,0.0179,0.0595,0.8503,0.0902,0.306204998480801,0.278719801006436,0.52278211316223,0.475856786379132
"4083",24127697,50210352,50103293,1.3086,4.453012954,2.133,0.17,2.13,0.079812,1.31,1.31,4.453012954,0.116806916,-0.07021752,2133,0.00125425,1,1.313504091,10.78387728,0.113703672,4.318794124,-4.588719435,4.436241236,0.016771719,0.1685,0.7132,0.1183,0.1685,0.7132,0.1183,0.793640055947323,0.722402310745571,0.793640055947323,0.722402310745571
"4084",24127699,50210353,50102631,2.1996,2.338458287,2.763,0.04,2.76,0.014493,2.2,2.2,2.338458287,0.342343711,0.048502545,2763,0.001470443,1,0.781818182,9.444125364,0.18923037,4.624272054,-4.626300018,2.329009961,0.009448326,0.0716,0.5945,0.3339,0.0716,0.5945,0.3339,0.864204913419872,0.786633212038417,0.864204913419872,0.786633212038417
"4085",24127701,50103297,50103290,0.5112,15.62062018,1.085,0.11,1.92,0.114583,0.51,1.25,9.46255871,0.09600574,-0.081167028,1085,0.001888702,1,1.392234879,11.51826151,0.128340891,4.040952631,-4.312134133,9.430063646,0.032495064,0.0299,0.9349,0.0352,0.0756,0.8111,0.1133,0.285683532730837,0.26004035789294,0.61177212137708,0.556858982634133
"4086",24127703,50210354,50103292,1.4355,6.682254527,1.7,0.12,1.7,0.070588,1.44,1.44,6.682254527,0.157003197,-0.049058644,1700,0.001548538,1,1.338243521,11.64937707,0.131452504,4.21525117,-4.414198206,6.660589553,0.021664974,0.0896,0.7994,0.111,0.0896,0.7994,0.111,0.639134749812168,0.581765520379365,0.639134749812168,0.581765520379365
